id,text,createdAt,likeCount,replyCount,commentLanguage,awemeId,isAuthorLiked,user.id,user.username,user.displayName,user.url,user.bio,user.avatarUrl,user.region,user.language,user.hasEmail,user.hasPhone
7375072535169630982,2030 Indonesia bubar🗿,2024-05-31T08:08:18.000Z,1921,36,id,7374804241082289413,False,7110210503167886362,_frostth,Frost,https://www.tiktok.com/@_frostth,,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc1078ca7ea2ea195364442a268de2be~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=fca8188a&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=g6HuphFhOTxRj2SVEo3OCXchjlc%3D,ID,id,False,False
7375074082193179398,takutnya kritikan sebagus ini gk nyampe ke telinga mereka,2024-05-31T08:14:21.000Z,2944,15,id,7374804241082289413,False,6898625738083369985,wtfai09,•,https://www.tiktok.com/@wtfai09,,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b87083152f9fe0c3624a10c919d22a5f~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=bcc41357&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=oLNCnQSXz4KW8umGU4eGEKl4lug%3D,ID,id,False,False
7544345032239006484,"Giliran sinetron yg isinya pacaran, balapan, gang gangan laku. giliran hiburan yg lucu² kena cekal. Hadeh",2025-08-30T11:51:59.000Z,0,0,id,7374804241082289413,False,6923912763560903685,fito4470,Ei'gorian Àgare§,https://www.tiktok.com/@fito4470,"AGRES ajah
Ngarepin apa.
Gak ada apa apa.",https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dafd5d7f82406a855712203be9850e40~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=da9834e3&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=mICtVCoI8plS9t%2BMG41URejRE4c%3D,ID,id,False,False
7375976798175920901,2045 emas ?🗿😂,2024-06-02T18:37:19.000Z,0,2,ms,7374804241082289413,False,7120622437113414682,therealrizkii,therealrizkii,https://www.tiktok.com/@therealrizkii,"Sukabumi
Copperation?DM 
164/55

Click Link di Bawah 👇",https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/264122c72d2edc28f63bc4b5a9eedbaa~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=38c7f01c&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=QqP%2FW6PPRM5qgrBJDGnarFiUKkI%3D,ID,id,False,False
7375907640616272646,FAKTAAAAAAAAA,2024-06-02T14:29:36.000Z,1,0,id,7374804241082289413,False,6883347115394155522,haiiiaku3141,crocsh,https://www.tiktok.com/@haiiiaku3141,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ccdea1476199c8376edde7277a46df51~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=7267e979&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=3gik3I8DBJMqmAkEEQLkPzv9px0%3D,ID,id,False,False
7375368758124512005,lama2 kaya korut kita 🗿,2024-06-01T03:17:47.000Z,700,5,id,7374804241082289413,False,6754896032771392514,pengamatfyporang,mr.secret,https://www.tiktok.com/@pengamatfyporang,Jogja,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/666dead5f80971b9da16f7e730b1aa52~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=5441c0d6&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=3jrkzVPVv2jmuE25SF6lrixGBoY%3D,ID,id,False,False
7385822855843300101,ni negara lama lama jadi Korut dah,2024-06-29T07:25:01.000Z,1,0,ms,7374804241082289413,False,7349952547660907526,feconic0,Feconic,https://www.tiktok.com/@feconic0,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a671c85ba1d1bdef3d7a6f9a5e382237~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=264e5157&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=H%2Btvv5IFmXL%2FZfUIsEW9NCSv2Do%3D,ID,en,False,False
7390258408970748677,share dan tag sebanyak - banyak nya. biar sampai ditelinga orang-orang tua.,2024-07-11T06:17:20.000Z,1,0,id,7374804241082289413,False,7179852032215680001,hlllczr_,🧸MEI,https://www.tiktok.com/@hlllczr_,,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/74f193ccf4d02181034b7abcc26bb29b~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=82823f0c&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=dhwCe7Ei5r98ondInvVbfHyLiA8%3D,ID,id,False,False
7381401773289243397,kelas bang,2024-06-17T10:52:48.000Z,0,0,id,7374804241082289413,False,7306808102665585670,ynprss,qwerty,https://www.tiktok.com/@ynprss,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7306821213027762182~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=f962d5eb&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=Qe8tsuS1Vk0rBaYnwb0Vgxppe3E%3D,ID,id,False,False
7382040027854897925,lama lama jadi Korut anjir,2024-06-19T02:45:43.000Z,0,0,id,7374804241082289413,False,7039967927404119067,_satriazz,zzy,https://www.tiktok.com/@_satriazz,lucu bet,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/177a2770ea152e98aa5faac89ecbbc99~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=f4f950e0&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=VZvd%2BWpnDjMjh1ni0QF%2FwWGTOZ8%3D,ID,id,False,False
