"id","text","createdAt","likeCount","replyCount","commentLanguage","awemeId","isAuthorLiked","user.id","user.username","user.displayName","user.url","user.bio","user.avatarUrl","user.region","user.language","user.hasEmail","user.hasPhone"
"7374560643305505554","apakah adsense ad kena pajak?","2024-05-29T23:02:00.000Z","0","3","id","7374321954217643281","false","6799658126079345665","toro.3gp","toro.3gp","https://www.tiktok.com/@toro.3gp","downloaded as a joke. now im addicted.","https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/8e9a3789d57513a6f42e6eb6b5599448~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=4ba630e8&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=%2FiFqZpNTcrDGF347Pwa5TtiLhIc%3D","ID","en","false","false"
"7378000540901802769","udah paling bener pindah negara sih😂","2024-06-08T05:30:35.000Z","0","1","id","7374321954217643281","false","6776990943868896257","brizynich0","brother","https://www.tiktok.com/@brizynich0","yang Korang cari ada Kat bag kuning 🙏","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e844e1034fa5c3e42facdfe03b193f27~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=ca734688&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=A75NDhlIW4JRdp9hnA6AIjmzuCw%3D","MY","id","false","false"
"7374410891925832453","bagus lah harus di seleksi kpi bagus","2024-05-29T13:20:42.000Z","7","29","id","7374321954217643281","false","6842882330195149825","razhandz_madoy","razhandz madoy","https://www.tiktok.com/@razhandz_madoy","semangat selalu","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/88bb9b996315210d14d4cef5567f9e57~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=34ce4e7c&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=msQVZtkdvLtfjdU64YIuhLps7%2B4%3D","ID","id","false","false"
"7374443659851629317","saya sih setuju dngan undang2 baru in","2024-05-29T15:27:58.000Z","7","14","id","7374321954217643281","false","6956826246575784961","ilhamkidd","LONG1991","https://www.tiktok.com/@ilhamkidd","","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c66eb7d72488cf5ce4f8024f441405f2~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=50fec91d&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=XEcsa8oZzW1WFXuKTJnn9RUmWIE%3D","ID","id","false","false"
"7375761331658818309","KPI.. Komisi Pembatasan Interaksi 👍","2024-06-02T04:41:18.000Z","0","0","id","7374321954217643281","false","7229947569568465926","rizky_idris_efendi1926","Rizky Idris Efendi 1926","https://www.tiktok.com/@rizky_idris_efendi1926","Selalu waspada dan Tampil Prima","https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7f5bf17c5d8a47d52921752c154a0064~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=98615046&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=EolJ4rbiYXDsn96hMY9sySeqGks%3D","ID","id","false","false"
"7374705771008885510","TAPERA g di bahas ni ?","2024-05-30T08:25:02.000Z","2","1","id","7374321954217643281","false","6958429926132810758","ekauye779","🔞","https://www.tiktok.com/@ekauye779","","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8630c05d607fe7504319b5c81b736884~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=af4b19ff&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=6KgaextJUtZZgUZb8jUoxIYtWaY%3D","ID","id","false","false"
"7374833562439205638","cukup di WA saja😂😂😂","2024-05-30T16:40:59.000Z","2","0","id","7374321954217643281","false","6969132765582279682","ndarboygang69","Senchrs","https://www.tiktok.com/@ndarboygang69","","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/aa97760227078d01cdca7b31f721b6a9~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=6b6bd135&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=%2BZeA9ba9KHYyO6X%2FwPXvwfhn3Ao%3D","ID","id","false","false"
"7375118665631646470","coki emang the best","2024-05-31T11:07:24.000Z","0","0","id","7374321954217643281","false","6770530976587613185","in_99_up","𝖆𝖐𝖚𝖓 𝖒𝖆𝖙𝖎","https://www.tiktok.com/@in_99_up","ingat ada yg lebih dari pada kamu","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5bd02ff9b2fc343d8654446375f11da5~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=6f31a563&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=iKBejE1upNno1jHhB1atE8KS%2Fh0%3D","ID","id","false","false"
"7374575866157810437","jika urusan pribadi mulai terganggu disitulah bakal angkat bicara, jika tidak terganggu semua diem aja","2024-05-30T00:00:59.000Z","0","0","id","7374321954217643281","false","6968805231480603649","muxzi_1756","minquee_","https://www.tiktok.com/@muxzi_1756","","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0e3b4f4e08731125864f0f69a8d087ad~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=e15de5d3&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=bIWem11tLvtRAzMBB9EXCg4Hxh0%3D","ID","id","false","false"
"7381907702903767814","om Ded makin lama makin lucu yaaa.....","2024-06-18T18:12:17.000Z","0","0","id","7374321954217643281","false","7133420500978451457","wildanfirdaus210696","BOJIL","https://www.tiktok.com/@wildanfirdaus210696","IG: wildanabdullahfirdaus
https://whatsapp.com/dl/
YT:@BOJILMELEK","https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/34593b526ec6fedb71431009080e1457~tplv-tiktokx-cropcenter-q:100:100:q70.heic?dr=9606&idc=no1a&ps=87d6e48a&refresh_token=4c105f55&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1758960000&x-signature=ZH9GWjCzNxMvk27Q10RqwdsqWAc%3D","ID","id","false","false"
