"author/automatedBy","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isAutomated","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/profile_bio/description","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","quoted_tweet","quoted_tweet/author/automatedBy","quoted_tweet/author/canDm","quoted_tweet/author/canMediaTag","quoted_tweet/author/coverPicture","quoted_tweet/author/createdAt","quoted_tweet/author/description","quoted_tweet/author/fastFollowersCount","quoted_tweet/author/favouritesCount","quoted_tweet/author/followers","quoted_tweet/author/following","quoted_tweet/author/hasCustomTimelines","quoted_tweet/author/id","quoted_tweet/author/isAutomated","quoted_tweet/author/isBlueVerified","quoted_tweet/author/isTranslator","quoted_tweet/author/isVerified","quoted_tweet/author/location","quoted_tweet/author/mediaCount","quoted_tweet/author/name","quoted_tweet/author/pinnedTweetIds/0","quoted_tweet/author/possiblySensitive","quoted_tweet/author/profilePicture","quoted_tweet/author/profile_bio/description","quoted_tweet/author/profile_bio/entities/url/urls/0/display_url","quoted_tweet/author/profile_bio/entities/url/urls/0/expanded_url","quoted_tweet/author/profile_bio/entities/url/urls/0/indices/0","quoted_tweet/author/profile_bio/entities/url/urls/0/indices/1","quoted_tweet/author/profile_bio/entities/url/urls/0/url","quoted_tweet/author/status","quoted_tweet/author/statusesCount","quoted_tweet/author/twitterUrl","quoted_tweet/author/type","quoted_tweet/author/url","quoted_tweet/author/userName","quoted_tweet/bookmarkCount","quoted_tweet/card","quoted_tweet/conversationId","quoted_tweet/createdAt","quoted_tweet/id","quoted_tweet/inReplyToId","quoted_tweet/inReplyToUserId","quoted_tweet/inReplyToUsername","quoted_tweet/isConversationControlled","quoted_tweet/isPinned","quoted_tweet/isQuote","quoted_tweet/isReply","quoted_tweet/lang","quoted_tweet/likeCount","quoted_tweet/quoteCount","quoted_tweet/quoted_tweet/bookmarkCount","quoted_tweet/quoted_tweet/card","quoted_tweet/quoted_tweet/conversationId","quoted_tweet/quoted_tweet/createdAt","quoted_tweet/quoted_tweet/id","quoted_tweet/quoted_tweet/inReplyToId","quoted_tweet/quoted_tweet/inReplyToUserId","quoted_tweet/quoted_tweet/inReplyToUsername","quoted_tweet/quoted_tweet/isConversationControlled","quoted_tweet/quoted_tweet/isPinned","quoted_tweet/quoted_tweet/isReply","quoted_tweet/quoted_tweet/lang","quoted_tweet/quoted_tweet/likeCount","quoted_tweet/quoted_tweet/quoteCount","quoted_tweet/quoted_tweet/quoted_tweet","quoted_tweet/quoted_tweet/quoted_tweet_results","quoted_tweet/quoted_tweet/replyCount","quoted_tweet/quoted_tweet/reply_to_user_results","quoted_tweet/quoted_tweet/retweetCount","quoted_tweet/quoted_tweet/retweeted_tweet","quoted_tweet/quoted_tweet/source","quoted_tweet/quoted_tweet/text","quoted_tweet/quoted_tweet/twitterUrl","quoted_tweet/quoted_tweet/type","quoted_tweet/quoted_tweet/url","quoted_tweet/quoted_tweet/viewCount","quoted_tweet/quoted_tweet_results/rest_id","quoted_tweet/quoted_tweet_results/result/__typename","quoted_tweet/quoted_tweet_results/result/rest_id","quoted_tweet/replyCount","quoted_tweet/reply_to_user_results","quoted_tweet/retweetCount","quoted_tweet/retweeted_tweet","quoted_tweet/source","quoted_tweet/text","quoted_tweet/twitterUrl","quoted_tweet/type","quoted_tweet/url","quoted_tweet/viewCount","inReplyToUserId","reply_to_user_results","reply_to_user_results/rest_id","reply_to_user_results/result/__typename","reply_to_user_results/result/core/screen_name","reply_to_user_results/result/rest_id","quoteCount","createdAt","isReply","retweeted_tweet","retweetCount","replyCount","viewCount","source","quoted_tweet_results","quoted_tweet_results/rest_id","quoted_tweet_results/result/__typename","quoted_tweet_results/result/core/user_results/rest_id","quoted_tweet_results/result/core/user_results/result/__typename","quoted_tweet_results/result/core/user_results/result/action_counts/favorites_count","quoted_tweet_results/result/core/user_results/result/avatar/image_url","quoted_tweet_results/result/core/user_results/result/banner/image_url","quoted_tweet_results/result/core/user_results/result/core/created_at","quoted_tweet_results/result/core/user_results/result/core/name","quoted_tweet_results/result/core/user_results/result/core/screen_name","quoted_tweet_results/result/core/user_results/result/dm_permissions/can_dm","quoted_tweet_results/result/core/user_results/result/exclusive_tweet_following","quoted_tweet_results/result/core/user_results/result/location/location","quoted_tweet_results/result/core/user_results/result/media_permissions/can_media_tag","quoted_tweet_results/result/core/user_results/result/pinned_items/tweet_ids_str/0","quoted_tweet_results/result/core/user_results/result/private_super_following","quoted_tweet_results/result/core/user_results/result/profile_bio/description","quoted_tweet_results/result/core/user_results/result/profile_bio/entities/url/urls/0/display_url","quoted_tweet_results/result/core/user_results/result/profile_bio/entities/url/urls/0/expanded_url","quoted_tweet_results/result/core/user_results/result/profile_bio/entities/url/urls/0/indices/0","quoted_tweet_results/result/core/user_results/result/profile_bio/entities/url/urls/0/indices/1","quoted_tweet_results/result/core/user_results/result/profile_bio/entities/url/urls/0/url","quoted_tweet_results/result/core/user_results/result/profile_metadata/profile_interstitial_type","quoted_tweet_results/result/core/user_results/result/profile_metadata/profile_link_color","quoted_tweet_results/result/core/user_results/result/profile_translation/translator_type_enum","quoted_tweet_results/result/core/user_results/result/properties/has_extended_profile","quoted_tweet_results/result/core/user_results/result/relationship_counts/followers","quoted_tweet_results/result/core/user_results/result/relationship_counts/following","quoted_tweet_results/result/core/user_results/result/rest_id","quoted_tweet_results/result/core/user_results/result/super_follow_eligible","quoted_tweet_results/result/core/user_results/result/super_followed_by","quoted_tweet_results/result/core/user_results/result/super_following","quoted_tweet_results/result/core/user_results/result/tweet_counts/media_tweets","quoted_tweet_results/result/core/user_results/result/tweet_counts/tweets","quoted_tweet_results/result/core/user_results/result/verification/is_blue_verified","quoted_tweet_results/result/core/user_results/result/website/url","quoted_tweet_results/result/edit_control/__typename","quoted_tweet_results/result/edit_control/edit_tweet_ids/0","quoted_tweet_results/result/edit_control/editable_until_msecs","quoted_tweet_results/result/edit_control/edits_remaining","quoted_tweet_results/result/edit_control/is_edit_eligible","quoted_tweet_results/result/is_translatable","quoted_tweet_results/result/legacy/bookmark_count","quoted_tweet_results/result/legacy/conversation_id_str","quoted_tweet_results/result/legacy/created_at","quoted_tweet_results/result/legacy/display_text_range/0","quoted_tweet_results/result/legacy/display_text_range/1","quoted_tweet_results/result/legacy/favorite_count","quoted_tweet_results/result/legacy/full_text","quoted_tweet_results/result/legacy/is_quote_status","quoted_tweet_results/result/legacy/lang","quoted_tweet_results/result/legacy/quote_count","quoted_tweet_results/result/legacy/quoted_status_id_str","quoted_tweet_results/result/legacy/quoted_status_permalink/display","quoted_tweet_results/result/legacy/quoted_status_permalink/expanded","quoted_tweet_results/result/legacy/quoted_status_permalink/url","quoted_tweet_results/result/legacy/reply_count","quoted_tweet_results/result/legacy/retweet_count","quoted_tweet_results/result/legacy/user_id_str","quoted_tweet_results/result/quoted_tweet_results/rest_id","quoted_tweet_results/result/quoted_tweet_results/result/__typename","quoted_tweet_results/result/quoted_tweet_results/result/rest_id","quoted_tweet_results/result/rest_id","quoted_tweet_results/result/unmention_data/id","quoted_tweet_results/result/view_count_info/count","quoted_tweet_results/result/view_count_info/state","inReplyToUsername","isQuote","text","likeCount"
,"true","false","https://pbs.twimg.com/profile_banners/185320244/1453333394","Tue Aug 31 18:21:45 +0000 2010","","0","14035","4077","978","true","185320244","false","false","false","false","Indonesia","8336","Rulie Maulana","1395556304802832386","false","https://pbs.twimg.com/profile_images/1150942865486299136/GNVNOWFV_normal.jpg","Kenapa? Emang gitu, kok...","","123873","https://twitter.com/ruliemaulana","user","https://x.com/ruliemaulana","ruliemaulana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Sun Feb 23 09:05:28 +0000 2025","false",,"1","1","498","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dulu banyak yang ngatain gw kalau berita sensasionalis itu hanya strategi kerja jurnalis dan kalau gw protes harusnya ke dewan pers aja karena mereka terikat kode etik.

Sekarang pada berharap ada Pedoman Perilaku Penyiaran dan Standar Isi Siaran seperti RUU Penyiaran. Seru.","3"
,"true","true","https://pbs.twimg.com/profile_banners/1828319359691038721/1739240839","Tue Aug 27 06:31:49 +0000 2024","","0","65678","463","568","true","1828319359691038721","false","false","false","false","Tanah air Indonesia yang luhur","2280","Butiran Debu","1947465570116637003","false","https://pbs.twimg.com/profile_images/1962441937463791616/X7aVFLML_normal.jpg","Tuhan menginvestasikan padamu 1 nyawa, maka TARGET SALES dari Tuhanmu supaya investasi-Nya impas pun hanya pada 1 nyawa lainnya... EVERY VOICE is MATTERS","","15139","https://twitter.com/majikanpenjabat","user","https://x.com/majikanpenjabat","majikanpenjabat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1233327888050552832",,"1233327888050552832","User","BetaEpsilonPhi","1233327888050552832","0","Sat Feb 22 05:49:26 +0000 2025","true",,"0","0","94","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BetaEpsilonPhi",,"@BetaEpsilonPhi dan bisa aja yg 1 itu pun tujuannya ga 100% positif... apa maksudnya? sensorship dan filtrasi konten kayak yang nyaris terjadi di RUU penyiaran... jabingan kan? memang... so jangan gampang kegocek","0"
,"true","false","https://pbs.twimg.com/profile_banners/1308746661770924034/1756119538","Wed Sep 23 12:35:02 +0000 2020","","0","61176","41","181","true","1308746661770924034","false","false","false","false","","1364","taya🌟","1834785538815214012","false","https://pbs.twimg.com/profile_images/1964898531006898178/Uh4B2jYi_normal.jpg","i wish myself a very die","","26014","https://twitter.com/scarcitie","user","https://x.com/scarcitie","scarcitie",,,"true","true","https://pbs.twimg.com/profile_banners/1191622736801456128/1593999486","Tue Nov 05 07:46:27 +0000 2019","","0","263","63638","271","true","1191622736801456128","false","true","false","false","Tokyo-to, Japan","7183","SiPalingBioskop","1970816726641307702","false","https://pbs.twimg.com/profile_images/1962686933798461440/qWS70P_i_normal.jpg","Bisikan orang dalem industri bioskop Indonesia |
Partnership ✉️ txtanakbioskop@gmail.com","tiktok.com/@txtanakbioskop","http://tiktok.com/@txtanakbioskop","0","23","https://t.co/I8FVo8i3qL","","31953","https://twitter.com/txtanakbioskop","user","https://x.com/txtanakbioskop","txtanakbioskop","253",,"1887294104889139599","Thu Feb 06 00:15:53 +0000 2025","1887294104889139599",,,,"false","false","true","false","in","379","701","0",,"","","1887098425763664048",,,,"false","false","false","","0","0",,,"0",,"0",,"","","","tweet","","0","1887098425763664048","Tweet","1887098425763664048","118",,"55",,"","Nonton film tuh nyari sensor nya apa nyari ceritanya sih?

Kalau mau liat pantat, titit, puting, seks ya mending nonton yang lain ya ga si?

Heran","https://twitter.com/txtanakbioskop/status/1887294104889139599","tweet","https://x.com/txtanakbioskop/status/1887294104889139599","1266655",,,,,,,"0","Thu Feb 06 06:42:44 +0000 2025","false",,"0","0","167","",,"1887294104889139599","Tweet","1191622736801456128","User","263","https://pbs.twimg.com/profile_images/1962686933798461440/qWS70P_i_normal.jpg","https://pbs.twimg.com/profile_banners/1191622736801456128/1593999486","Tue Nov 05 07:46:27 +0000 2019","SiPalingBioskop","txtanakbioskop","true","false","Tokyo-to, Japan","true","1970816726641307702","false","Bisikan orang dalem industri bioskop Indonesia |
Partnership ✉️ txtanakbioskop@gmail.com","tiktok.com/@txtanakbioskop","http://tiktok.com/@txtanakbioskop","0","23","https://t.co/I8FVo8i3qL","","1DA1F2","None","true","63638","271","1191622736801456128","false","false","false","7183","31953","true","https://t.co/I8FVo8i3qL","EditControlInitial","1887294104889139599","1738804553000","5","false","true","253","1887294104889139599","Thu Feb 06 00:15:53 +0000 2025","0","146","379","Nonton film tuh nyari sensor nya apa nyari ceritanya sih?

Kalau mau liat pantat, titit, puting, seks ya mending nonton yang lain ya ga si?

Heran","true","in","701","1887098425763664048","x.com/moviemnfs/stat…","https://twitter.com/moviemnfs/status/1887098425763664048","https://t.co/8pdaPMSCBn","118","55","1191622736801456128","1887098425763664048","Tweet","1887098425763664048","1887294104889139599","VW5tZW50aW9uczoKAAEaMQP9NJshjw8AAgoAAAAAAA==","1266655","EnabledWithCount",,"true","Pemerentah liat twit ini bisa langsung resmiin ruu penyiaran nih","0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",
